term	name
GO:0047685	amine sulfotransferase activity
GO:1990135	flavonoid sulfotransferase activity
GO:0018406	protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan
GO:0046274	lignin catabolic process
GO:0080022	primary root development
GO:0052716	hydroquinone:oxygen oxidoreductase activity
GO:0021775	smoothened signaling pathway involved in ventral spinal cord interneuron specification
GO:0021776	smoothened signaling pathway involved in spinal cord motor neuron cell fate specification
GO:1990787	negative regulation of hh target transcription factor activity
GO:1990788	GLI-SUFU complex
GO:0033234	negative regulation of protein sumoylation
GO:0002111	BRCA2-BRAF35 complex
GO:0051985	negative regulation of chromosome segregation
GO:0010867	positive regulation of triglyceride biosynthetic process
GO:0034379	very-low-density lipoprotein particle assembly
GO:0046321	positive regulation of fatty acid oxidation
GO:1901738	regulation of vitamin A metabolic process
GO:1902224	ketone body metabolic process
GO:1904729	regulation of intestinal lipid absorption
GO:0003846	2-acylglycerol O-acyltransferase activity
GO:0019992	diacylglycerol binding
GO:0004800	thyroxine 5'-deiodinase activity
GO:0030539	male genitalia development
GO:0045651	positive regulation of macrophage differentiation
GO:0000814	ESCRT II complex
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:1903772	regulation of viral budding via host ESCRT complex
GO:0016247	channel regulator activity
GO:0002526	acute inflammatory response
GO:0002544	chronic inflammatory response
GO:0015939	pantothenate metabolic process
GO:0033089	positive regulation of T cell differentiation in thymus
GO:0017159	pantetheine hydrolase activity
GO:0071667	DNA/RNA hybrid binding
GO:0007161	calcium-independent cell-matrix adhesion
GO:0010710	regulation of collagen catabolic process
GO:0023035	CD40 signaling pathway
GO:0032594	protein transport within lipid bilayer
GO:0033631	cell-cell adhesion mediated by integrin
GO:0034113	heterotypic cell-cell adhesion
GO:0035024	negative regulation of Rho protein signal transduction
GO:0048333	mesodermal cell differentiation
GO:0050901	leukocyte tethering or rolling
GO:0051951	positive regulation of glutamate uptake involved in transmission of nerve impulse
GO:0071305	cellular response to vitamin D
GO:0071559	response to transforming growth factor beta
GO:0099561	synaptic membrane adhesion to extracellular matrix
GO:0150103	reactive gliosis
GO:1901979	regulation of inward rectifier potassium channel activity
GO:2000273	positive regulation of signaling receptor activity
GO:0019960	C-X3-C chemokine binding
GO:0098639	collagen binding involved in cell-matrix adhesion
GO:0034665	integrin alpha1-beta1 complex
GO:0034666	integrin alpha2-beta1 complex
GO:0034667	integrin alpha3-beta1 complex
GO:0034674	integrin alpha5-beta1 complex
GO:0034677	integrin alpha7-beta1 complex
GO:0034679	integrin alpha9-beta1 complex
GO:0034680	integrin alpha10-beta1 complex
GO:0034681	integrin alpha11-beta1 complex
GO:0035748	myelin sheath abaxonal region
GO:0032782	bile acid secretion
GO:0050927	positive regulation of positive chemotaxis
GO:0060613	fat pad development
GO:0051044	positive regulation of membrane protein ectodomain proteolysis
GO:0048408	epidermal growth factor binding
GO:0021628	olfactory nerve formation
GO:0043589	skin morphogenesis
GO:0048916	posterior lateral line development
GO:0071699	olfactory placode morphogenesis
GO:0007432	salivary gland boundary specification
GO:0007509	mesoderm migration involved in gastrulation
GO:0016201	synaptic target inhibition
GO:0050929	induction of negative chemotaxis
GO:0071666	Slit-Robo signaling complex
GO:0008311	double-stranded DNA 3'-5' DNA exonuclease activity
GO:0016890	site-specific endodeoxyribonuclease activity, specific for altered base
GO:0052720	class II DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0140431	DNA-(abasic site) binding
GO:0045859	regulation of protein kinase activity
GO:0051446	positive regulation of meiotic cell cycle
GO:0018243	protein O-linked glycosylation via threonine
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity
GO:0018342	protein prenylation
GO:0008318	protein prenyltransferase activity
GO:0018343	protein farnesylation
GO:0090044	positive regulation of tubulin deacetylation
GO:0090045	positive regulation of deacetylase activity
GO:0004660	protein farnesyltransferase activity
GO:0004662	CAAX-protein geranylgeranyltransferase activity
GO:0030548	acetylcholine receptor regulator activity
GO:0005953	CAAX-protein geranylgeranyltransferase complex
GO:0005965	protein farnesyltransferase complex
GO:0002385	mucosal immune response
GO:0008365	adult chitin-based cuticle development
GO:0048085	adult chitin-containing cuticle pigmentation
GO:0015385	sodium:proton antiporter activity
GO:0035794	positive regulation of mitochondrial membrane permeability
GO:0045760	positive regulation of action potential
GO:0051453	regulation of intracellular pH
GO:0071257	cellular response to electrical stimulus
GO:0086003	cardiac muscle cell contraction
GO:0086092	regulation of the force of heart contraction by cardiac conduction
GO:0098735	positive regulation of the force of heart contraction
GO:1903281	positive regulation of calcium:sodium antiporter activity
GO:0015386	potassium:proton antiporter activity
GO:0030346	protein phosphatase 2B binding
GO:0090533	cation-transporting ATPase complex
GO:0006545	glycine biosynthetic process
GO:0008480	sarcosine dehydrogenase activity
GO:0007084	mitotic nuclear membrane reassembly
GO:0017018	myosin phosphatase activity
GO:0050115	myosin-light-chain-phosphatase activity
GO:0090066	regulation of anatomical structure size
GO:0085029	extracellular matrix assembly
GO:0048923	posterior lateral line neuromast hair cell differentiation
GO:0060119	inner ear receptor cell development
GO:0062139	camera-type eye photoreceptor cell development
GO:0005760	gamma DNA polymerase complex
GO:1901843	positive regulation of high voltage-gated calcium channel activity
GO:0009813	flavonoid biosynthetic process
GO:0098792	xenophagy
GO:2000051	negative regulation of non-canonical Wnt signaling pathway
GO:0030240	skeletal muscle thin filament assembly
GO:0030241	skeletal muscle myosin thick filament assembly
GO:0048769	sarcomerogenesis
GO:0097493	structural molecule activity conferring elasticity
GO:1990733	titin-telethonin complex
GO:0010761	fibroblast migration
GO:0045617	negative regulation of keratinocyte differentiation
GO:0048025	negative regulation of mRNA splicing, via spliceosome
GO:2000675	negative regulation of type B pancreatic cell apoptotic process
GO:0006680	glucosylceramide catabolic process
GO:0006683	galactosylceramide catabolic process
GO:1901805	beta-glucoside catabolic process
GO:1903017	positive regulation of exo-alpha-sialidase activity
GO:0000016	lactase activity
GO:0004336	galactosylceramidase activity
GO:0004348	glucosylceramidase activity
GO:0008422	beta-glucosidase activity
GO:0017042	glycosylceramidase activity
GO:0045023	G0 to G1 transition
GO:0090209	negative regulation of triglyceride metabolic process
GO:0099555	trans-synaptic signaling by nitric oxide, modulating synaptic transmission
GO:0047805	cytidylate cyclase activity
GO:0021517	ventral spinal cord development
GO:0021953	central nervous system neuron differentiation
GO:0060840	artery development
GO:1900029	positive regulation of ruffle assembly
GO:0042753	positive regulation of circadian rhythm
GO:0048520	positive regulation of behavior
GO:0099565	chemical synaptic transmission, postsynaptic
GO:0002221	pattern recognition receptor signaling pathway
GO:0016045	detection of bacterium
GO:0050700	CARD domain binding
GO:0016255	attachment of GPI anchor to protein
GO:0031158	negative regulation of aggregate size involved in sorocarp development
GO:0031272	regulation of pseudopodium assembly
GO:1903665	negative regulation of asexual reproduction
GO:1904269	cell leading edge cell cortex
GO:0071034	CUT catabolic process
GO:0072499	photoreceptor cell axon guidance
GO:1903391	regulation of adherens junction organization
GO:1904994	regulation of leukocyte adhesion to vascular endothelial cell
GO:0007034	vacuolar transport
GO:0010148	transpiration
GO:0020018	ciliary pocket membrane
GO:0031095	platelet dense tubular network membrane
GO:0010807	regulation of synaptic vesicle priming
GO:0045159	myosin II binding
GO:0098674	extrinsic component of neuronal dense core vesicle membrane
GO:0062026	negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process
GO:0001691	pseudophosphatase activity
GO:1990444	F-box domain binding
GO:1905667	negative regulation of protein localization to endosome
GO:0061507	2',3'-cyclic GMP-AMP binding
GO:0051451	myoblast migration
GO:0061951	establishment of protein localization to plasma membrane
GO:0001534	radial spoke
GO:0062177	radial spoke assembly
GO:0120221	maintenance of ciliary planar beating movement pattern
GO:1905199	manchette disassembly
GO:0001535	radial spoke head
GO:1902774	late endosome to lysosome transport
GO:1902501	lysosomal HOPS complex
GO:1902903	regulation of supramolecular fiber organization
GO:0070287	ferritin receptor activity
GO:0034362	low-density lipoprotein particle
GO:1904058	positive regulation of sensory perception of pain
GO:0015278	intracellularly gated calcium channel activity
GO:1990760	osmolarity-sensing monoatomic cation channel activity
GO:0042759	long-chain fatty acid biosynthetic process
GO:0062076	acyl-CoA (8-3)-desaturase activity
GO:0000349	generation of catalytic spliceosome for first transesterification step
GO:0010717	regulation of epithelial to mesenchymal transition
GO:0002152	bile acid conjugation
GO:0032788	saturated monocarboxylic acid metabolic process
GO:0032789	unsaturated monocarboxylic acid metabolic process
GO:0016410	N-acyltransferase activity
GO:0047963	glycine N-choloyltransferase activity
GO:0052816	long-chain fatty acyl-CoA hydrolase activity
GO:0030435	sporulation resulting in formation of a cellular spore
GO:0003886	DNA (cytosine-5-)-methyltransferase activity
GO:0071577	zinc ion transmembrane transport
GO:0098657	import into cell
GO:0098739	import across plasma membrane
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors
GO:0140534	endoplasmic reticulum protein-containing complex
GO:0051338	regulation of transferase activity
GO:0051800	phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity
GO:0099106	ion channel regulator activity
GO:0031167	rRNA methylation
GO:0008988	rRNA (adenine-N6-)-methyltransferase activity
GO:1904047	S-adenosyl-L-methionine binding
GO:0006531	aspartate metabolic process
GO:0006547	L-histidine metabolic process
GO:0006553	lysine metabolic process
GO:0032816	positive regulation of natural killer cell activation
GO:0033299	secretion of lysosomal enzymes
GO:0046085	adenosine metabolic process
GO:0050942	positive regulation of pigment cell differentiation
GO:0035608	protein deglutamylation
GO:0035610	protein side chain deglutamylation
GO:0035611	protein branching point deglutamylation
GO:1990504	dense core granule exocytosis
GO:0050432	catecholamine secretion
GO:0099525	presynaptic dense core vesicle exocytosis
GO:0007147	female meiosis II
GO:0045930	negative regulation of mitotic cell cycle
GO:0001100	negative regulation of exit from mitosis
GO:0007060	male meiosis chromosome segregation
GO:0033316	meiotic spindle assembly checkpoint signaling
GO:1903096	protein localization to meiotic spindle midzone
GO:1990813	meiotic centromeric cohesion protection in anaphase I
GO:0010324	membrane invagination
GO:0031468	nuclear membrane reassembly
GO:0045324	late endosome to vacuole transport
GO:1903723	negative regulation of centriole elongation
GO:0000815	ESCRT III complex
GO:0032585	multivesicular body membrane
GO:1904930	amphisome membrane
GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
GO:0017171	serine hydrolase activity
GO:0006700	C21-steroid hormone biosynthetic process
GO:0007490	tergite morphogenesis
GO:0008386	cholesterol monooxygenase (side-chain-cleaving) activity
GO:0016036	cellular response to phosphate starvation
GO:0000822	inositol hexakisphosphate binding
GO:0001618	virus receptor activity
GO:0030197	extracellular matrix constituent, lubricant activity
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity
GO:1900074	negative regulation of neuromuscular synaptic transmission
GO:0016879	ligase activity, forming carbon-nitrogen bonds
GO:0099568	cytoplasmic region
GO:0033966	N-substituted formamide deformylase activity
GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway
GO:1990074	polyuridylation-dependent mRNA catabolic process
GO:0050265	RNA uridylyltransferase activity
GO:0003015	heart process
GO:0021682	nerve maturation
GO:0035151	regulation of tube size, open tracheal system
GO:0060857	establishment of glial blood-brain barrier
GO:0005919	pleated septate junction
GO:0032290	peripheral nervous system myelin formation
GO:0048932	myelination of posterior lateral line nerve axons
GO:0060879	semicircular canal fusion
GO:1903670	regulation of sprouting angiogenesis
GO:0008271	secondary active sulfate transmembrane transporter activity
GO:0015849	organic acid transport
GO:0022853	active monoatomic ion transmembrane transporter activity
GO:0051209	release of sequestered calcium ion into cytosol
GO:0000324	fungal-type vacuole
GO:0032970	regulation of actin filament-based process
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress
GO:0005853	eukaryotic translation elongation factor 1 complex
GO:0070269	pyroptotic inflammatory response
GO:0072557	IPAF inflammasome complex
GO:0015079	potassium ion transmembrane transporter activity
GO:0021551	central nervous system morphogenesis
GO:0035523	protein K29-linked deubiquitination
GO:0070536	protein K63-linked deubiquitination
GO:1990168	protein K33-linked deubiquitination
GO:0071486	cellular response to high light intensity
GO:0015802	basic amino acid transport
GO:0016243	regulation of autophagosome size
GO:0035752	lysosomal lumen pH elevation
GO:0036359	renal potassium excretion
GO:0090384	phagosome-lysosome docking
GO:1900079	regulation of arginine biosynthetic process
GO:1905162	regulation of phagosome maturation
GO:0010027	thylakoid membrane organization
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
GO:0051414	response to cortisol
GO:0005614	interstitial matrix
GO:0060013	righting reflex
GO:0098582	innate vocalization behavior
GO:0032677	regulation of interleukin-8 production
GO:0010826	negative regulation of centrosome duplication
GO:0000348	mRNA branch site recognition
GO:0000350	generation of catalytic spliceosome for second transesterification step
GO:0000438	core TFIIH complex portion of holo TFIIH complex
GO:0034722	gamma-glutamyl-peptidase activity
GO:0000995	RNA polymerase III general transcription initiation factor activity
GO:0009303	rRNA transcription
GO:0009304	tRNA transcription
GO:0070898	RNA polymerase III preinitiation complex assembly
GO:0090091	positive regulation of extracellular matrix disassembly
GO:0016037	light absorption
GO:1901662	quinone catabolic process
GO:0010644	cell communication by electrical coupling
GO:0050976	detection of mechanical stimulus involved in sensory perception of touch
GO:0071286	cellular response to magnesium ion
GO:0034635	glutathione transport
GO:0071449	cellular response to lipid hydroperoxide
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process
GO:0050651	dermatan sulfate proteoglycan biosynthetic process
GO:0009788	negative regulation of abscisic acid-activated signaling pathway
GO:0035871	protein K11-linked deubiquitination
GO:0019784	deNEDDylase activity
GO:1903298	negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway
GO:1903382	negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway
GO:0071682	endocytic vesicle lumen
GO:0016263	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity
GO:0060576	intestinal epithelial cell development
GO:0002540	leukotriene production involved in inflammatory response
GO:0106014	regulation of inflammatory response to wounding
GO:1900015	regulation of cytokine production involved in inflammatory response
GO:1900407	regulation of cellular response to oxidative stress
GO:1903671	negative regulation of sprouting angiogenesis
GO:1904999	positive regulation of leukocyte adhesion to arterial endothelial cell
GO:0007419	ventral cord development
GO:0010453	regulation of cell fate commitment
GO:0014813	skeletal muscle satellite cell commitment
GO:0048785	hatching gland development
GO:0051101	regulation of DNA binding
GO:0060594	mammary gland specification
GO:0006072	glycerol-3-phosphate metabolic process
GO:0046168	glycerol-3-phosphate catabolic process
GO:0009331	glycerol-3-phosphate dehydrogenase (FAD) complex
GO:0006973	intracellular accumulation of glycerol
GO:0060373	regulation of ventricular cardiac muscle cell membrane depolarization
GO:0090038	negative regulation of protein kinase C signaling
GO:2000649	regulation of sodium ion transmembrane transporter activity
GO:0017080	sodium channel regulator activity
GO:0017166	vinculin binding
GO:0048245	eosinophil chemotaxis
GO:0043163	cell envelope organization
GO:0031093	platelet alpha granule lumen
GO:0033173	calcineurin-NFAT signaling cascade
GO:0060487	lung epithelial cell differentiation
GO:0004354	glutamate dehydrogenase (NADP+) activity
GO:0042405	nuclear inclusion body
GO:0051315	attachment of mitotic spindle microtubules to kinetochore
GO:0061982	meiosis I cell cycle process
GO:0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity
GO:0003988	acetyl-CoA C-acyltransferase activity
GO:0004300	enoyl-CoA hydratase activity
GO:0050633	acetyl-CoA C-myristoyltransferase activity
GO:0016507	mitochondrial fatty acid beta-oxidation multienzyme complex
GO:0048284	organelle fusion
GO:0033263	CORVET complex
GO:0035738	venom-mediated perturbation of biological process
GO:0017005	3'-tyrosyl-DNA phosphodiesterase activity
GO:0030149	sphingolipid catabolic process
GO:0048714	positive regulation of oligodendrocyte differentiation
GO:1903165	response to polycyclic arene
GO:2000394	positive regulation of lamellipodium morphogenesis
GO:0004528	phosphodiesterase I activity
GO:0047391	alkylglycerophosphoethanolamine phosphodiesterase activity
GO:1901842	negative regulation of high voltage-gated calcium channel activity
GO:1902915	negative regulation of protein polyubiquitination
GO:0047376	all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity
GO:0047619	acylcarnitine hydrolase activity
GO:0102209	trans-permethrin hydrolase activity
GO:0071986	Ragulator complex
GO:0060620	regulation of cholesterol import
GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin
GO:0061980	regulatory RNA binding
GO:1902737	dendritic filopodium
GO:0004853	uroporphyrinogen decarboxylase activity
GO:0046491	L-methylmalonyl-CoA metabolic process
GO:0004493	methylmalonyl-CoA epimerase activity
GO:0043374	CD8-positive, alpha-beta T cell differentiation
GO:0072540	T-helper 17 cell lineage commitment
GO:2000316	regulation of T-helper 17 type immune response
GO:0101005	deubiquitinase activity
GO:0034241	positive regulation of macrophage fusion
GO:0042117	monocyte activation
GO:0000406	double-strand/single-strand DNA junction binding
GO:0008065	establishment of blood-nerve barrier
GO:0014809	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion
GO:0014904	myotube cell development
GO:0021629	olfactory nerve structural organization
GO:0051647	nucleus localization
GO:1901385	regulation of voltage-gated calcium channel activity
GO:1902083	negative regulation of peptidyl-cysteine S-nitrosylation
GO:2000651	positive regulation of sodium ion transmembrane transporter activity
GO:0016013	syntrophin complex
GO:0099617	matrix side of mitochondrial inner membrane
GO:0008137	NADH dehydrogenase (ubiquinone) activity
GO:0006437	tyrosyl-tRNA aminoacylation
GO:0004831	tyrosine-tRNA ligase activity
GO:0032682	negative regulation of chemokine production
GO:0050869	negative regulation of B cell activation
GO:0031274	positive regulation of pseudopodium assembly
GO:0042483	negative regulation of odontogenesis
GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process
GO:0044337	canonical Wnt signaling pathway involved in positive regulation of apoptotic process
GO:0051988	regulation of attachment of spindle microtubules to kinetochore
GO:0060044	negative regulation of cardiac muscle cell proliferation
GO:2000211	regulation of glutamate metabolic process
GO:0016342	catenin complex
GO:0034750	Scrib-APC-beta-catenin complex
GO:0004873	asialoglycoprotein receptor activity
GO:0003688	DNA replication origin binding
GO:0001978	regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback
GO:0003321	positive regulation of blood pressure by epinephrine-norepinephrine
GO:0044571	[2Fe-2S] cluster assembly
GO:0031071	cysteine desulfurase activity
GO:0006777	Mo-molybdopterin cofactor biosynthetic process
GO:0018283	iron incorporation into metallo-sulfur cluster
GO:0070903	mitochondrial tRNA thio-modification
GO:1990221	L-cysteine desulfurase complex
GO:0021914	negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning
GO:0060434	bronchus morphogenesis
GO:1903546	protein localization to photoreceptor outer segment
GO:0120160	intraciliary transport particle A binding
GO:0034597	phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity
GO:0031270	pseudopodium retraction
GO:0048668	collateral sprouting
GO:0005940	septin ring
GO:0031105	septin complex
GO:0032153	cell division site
GO:0032160	septin filament array
GO:0097227	sperm annulus
GO:0019433	triglyceride catabolic process
GO:0007563	regulation of eclosion
GO:0004485	methylcrotonoyl-CoA carboxylase activity
GO:0002252	immune effector process
GO:0030195	negative regulation of blood coagulation
GO:0018023	peptidyl-lysine trimethylation
GO:0043292	contractile muscle fiber
GO:0008806	carboxymethylenebutenolidase activity
GO:0008028	monocarboxylic acid transmembrane transporter activity
GO:0045010	actin nucleation
GO:0071846	actin filament debranching
GO:1904530	negative regulation of actin filament binding
GO:0030479	actin cortical patch
GO:0031097	medial cortex
GO:0062040	fungal biofilm matrix
GO:0110085	mitotic actomyosin contractile ring
GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance
GO:0014722	regulation of skeletal muscle contraction by calcium ion signaling
GO:0031034	myosin filament assembly
GO:0031549	negative regulation of brain-derived neurotrophic factor receptor signaling pathway
GO:0045989	positive regulation of striated muscle contraction
GO:0048670	regulation of collateral sprouting
GO:0071688	striated muscle myosin thick filament assembly
GO:1905552	positive regulation of protein localization to endoplasmic reticulum
GO:1905905	nematode pharyngeal gland morphogenesis
GO:0048403	brain-derived neurotrophic factor binding
GO:0090736	MATH domain binding
GO:0071447	cellular response to hydroperoxide
GO:1900408	negative regulation of cellular response to oxidative stress
GO:0007252	I-kappaB phosphorylation
GO:0060546	negative regulation of necroptotic process
GO:1902443	negative regulation of ripoptosome assembly involved in necroptotic process
GO:0008385	IkappaB kinase complex
GO:0061511	centriole elongation
GO:1903895	negative regulation of IRE1-mediated unfolded protein response
GO:0015971	guanosine tetraphosphate catabolic process
GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
GO:0048335	negative regulation of mesodermal cell fate determination
GO:0002686	negative regulation of leukocyte migration
GO:0043305	negative regulation of mast cell degranulation
GO:0044085	cellular component biogenesis
GO:0060368	regulation of Fc receptor mediated stimulatory signaling pathway
GO:1900235	negative regulation of Kit signaling pathway
GO:0009649	entrainment of circadian clock
GO:0021697	cerebellar cortex formation
GO:0030220	platelet formation
GO:0031295	T cell costimulation
GO:0032331	negative regulation of chondrocyte differentiation
GO:0032528	microvillus organization
GO:0035855	megakaryocyte development
GO:0046825	regulation of protein export from nucleus
GO:0048659	smooth muscle cell proliferation
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation
GO:0051463	negative regulation of cortisol secretion
GO:0061582	intestinal epithelial cell migration
GO:0051428	peptide hormone receptor binding
GO:0009445	putrescine metabolic process
GO:0001880	Mullerian duct regression
GO:0003161	cardiac conduction system development
GO:0017151	DEAD/H-box RNA helicase binding
GO:0070411	I-SMAD binding
GO:0071142	homomeric SMAD protein complex
GO:0071144	heteromeric SMAD protein complex
GO:0007618	mating
GO:1902277	negative regulation of pancreatic amylase secretion
GO:1905488	positive regulation of anterior/posterior axon guidance
GO:2000294	positive regulation of defecation
GO:0098527	neuromuscular junction of somatic muscle
GO:0046598	positive regulation of viral entry into host cell
GO:0005228	intracellular sodium-activated potassium channel activity
GO:0006970	response to osmotic stress
GO:0030033	microvillus assembly
GO:0043054	dauer exit
GO:0061067	negative regulation of dauer larval development
GO:1904107	protein localization to microvillus membrane
GO:0042134	rRNA primary transcript binding
GO:0045901	positive regulation of translational elongation
GO:0009150	purine ribonucleotide metabolic process
GO:0009187	cyclic nucleotide metabolic process
GO:0106070	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0004118	3',5'-cGMP-stimulated cyclic-nucleotide phosphodiesterase activity
GO:0033687	osteoblast proliferation
GO:0043922	negative regulation by host of viral transcription
GO:2000144	positive regulation of DNA-templated transcription initiation
GO:0035497	cAMP response element binding
GO:0140296	general transcription initiation factor binding
GO:0106300	protein-DNA covalent cross-linking repair
GO:0060231	mesenchymal to epithelial transition
GO:0007007	inner mitochondrial membrane organization
GO:0010636	positive regulation of mitochondrial fusion
GO:0090398	cellular senescence
GO:0097749	membrane tubulation
GO:1900006	positive regulation of dendrite development
GO:1904643	response to curcumin
GO:1905232	cellular response to L-glutamate
GO:1901612	cardiolipin binding
GO:1903568	negative regulation of protein localization to ciliary membrane
GO:0003223	ventricular compact myocardium morphogenesis
GO:0070447	positive regulation of oligodendrocyte progenitor proliferation
GO:1904447	folate import across plasma membrane
GO:0038084	vascular endothelial growth factor signaling pathway
GO:0051877	pigment granule aggregation in cell center
GO:0045933	positive regulation of muscle contraction
GO:0006650	glycerophospholipid metabolic process
GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway
GO:0010236	plastoquinone biosynthetic process
GO:0004311	geranylgeranyl diphosphate synthase activity
GO:0032476	polyprenyl diphosphate synthase complex
GO:0007019	microtubule depolymerization
GO:0070495	negative regulation of thrombin-activated receptor signaling pathway
GO:0071695	anatomical structure maturation
GO:0106121	positive regulation of cobalamin metabolic process
GO:0047777	(S)-citramalyl-CoA lyase activity
GO:0002225	positive regulation of antimicrobial peptide production
GO:0018126	protein hydroxylation
GO:0045905	positive regulation of translational termination
GO:0015689	molybdate ion transport
GO:0015098	molybdate ion transmembrane transporter activity
GO:0032289	central nervous system myelin formation
GO:0040016	embryonic cleavage
GO:0000112	nucleotide-excision repair factor 3 complex
GO:0097177	mitochondrial ribosome binding
GO:0035563	positive regulation of chromatin binding
GO:1901666	positive regulation of NAD+ ADP-ribosyltransferase activity
GO:0097677	STAT family protein binding
GO:0050655	dermatan sulfate proteoglycan metabolic process
GO:0042539	hypotonic salinity response
GO:0051346	negative regulation of hydrolase activity
GO:0098970	postsynaptic neurotransmitter receptor diffusion trapping
GO:0099148	regulation of synaptic vesicle docking
GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process
GO:2000124	regulation of endocannabinoid signaling pathway
GO:0009931	calcium-dependent protein serine/threonine kinase activity
GO:0099573	glutamatergic postsynaptic density
GO:0090330	regulation of platelet aggregation
GO:1901143	insulin catabolic process
GO:0036457	keratohyalin granule
GO:0019348	dolichol metabolic process
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
GO:0033185	dolichol-phosphate-mannose synthase complex
GO:0033477	S-methylmethionine metabolic process
GO:0046500	S-adenosylmethionine metabolic process
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity
GO:0061627	S-methylmethionine-homocysteine S-methyltransferase activity
GO:0001732	formation of cytoplasmic translation initiation complex
GO:0016282	eukaryotic 43S preinitiation complex
GO:0000154	rRNA modification
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity
GO:0008649	rRNA methyltransferase activity
GO:0030432	peristalsis
GO:0071385	cellular response to glucocorticoid stimulus
GO:0004994	somatostatin receptor activity
GO:0098773	skin epidermis development
GO:0002129	wobble position guanine ribose methylation
GO:0002131	wobble position cytosine ribose methylation
GO:0035476	angioblast cell migration
GO:0060841	venous blood vessel development
GO:0060702	negative regulation of endoribonuclease activity
GO:0060698	endoribonuclease inhibitor activity
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway
GO:0019064	fusion of virus membrane with host plasma membrane
GO:0032689	negative regulation of type II interferon production
GO:0032825	positive regulation of natural killer cell differentiation
GO:0035754	B cell chemotaxis
GO:0046813	receptor-mediated virion attachment to host cell
GO:0071307	cellular response to vitamin K
GO:0097241	hematopoietic stem cell migration to bone marrow
GO:1900142	negative regulation of oligodendrocyte apoptotic process
GO:2000510	positive regulation of dendritic cell chemotaxis
GO:2000669	negative regulation of dendritic cell apoptotic process
GO:0044403	biological process involved in symbiotic interaction
GO:0033149	FFAT motif binding
GO:0070563	negative regulation of vitamin D receptor signaling pathway
GO:2000393	negative regulation of lamellipodium morphogenesis
GO:0034123	positive regulation of toll-like receptor signaling pathway
GO:1903940	negative regulation of TORC2 signaling
GO:2001236	regulation of extrinsic apoptotic signaling pathway
GO:0090367	negative regulation of mRNA modification
GO:0071204	histone pre-mRNA 3'end processing complex
GO:0035887	aortic smooth muscle cell differentiation
GO:0060318	definitive erythrocyte differentiation
GO:1902661	positive regulation of glucose mediated signaling pathway
GO:0001164	RNA polymerase I core promoter sequence-specific DNA binding
GO:0106222	lncRNA binding
GO:0005726	perichromatin fibrils
GO:0001834	trophectodermal cell proliferation
GO:0030576	Cajal body organization
GO:0042023	DNA endoreduplication
GO:1990261	pre-mRNA catabolic process
GO:2000672	negative regulation of motor neuron apoptotic process
GO:0097504	Gemini of Cajal bodies
GO:0006957	complement activation, alternative pathway
GO:0006958	complement activation, classical pathway
GO:0110097	regulation of calcium import into the mitochondrion
GO:0033235	positive regulation of protein sumoylation
GO:0032183	SUMO binding
GO:0034202	glycolipid floppase activity
GO:0016881	acid-amino acid ligase activity
GO:0090262	regulation of transcription-coupled nucleotide-excision repair
GO:0000109	nucleotide-excision repair complex
GO:0035101	FACT complex
GO:0042667	auditory receptor cell fate specification
GO:0042668	auditory receptor cell fate determination
